"householdID","visits","avgrides_perperson","avgmerch_perperson","avggoldzone_perperson","avgfood_perperson","goldzone_playersclub","own_car","homestate","FB_Like","renew"
"2070",3,9.9,87.4,80.4,33.3,"0","1","NJ","0",1
"2076",7,9.8,32.5,5.5,11.4,"0","1","NJ","1",0
"2077",2,10.2,19.8,46.9,36,"0","1","NJ","1",1
"2080",2,12,37.5,81.7,38.4,"0","1","NJ","0",0
"2095",1,8.1,37.6,120.8,25.8,"0","1","NJ","1",0
"2096",5,9.5,44.5,66.9,7.3,"0","1","NJ","0",1
"2097",4,10.3,60.7,55.2,10.9,"0","1","NJ","0",0
"2100",3,7.4,21.2,64.3,30.9,"0","1","NJ","1",1
"2110",4,11.2,76.7,97.1,31.7,"0","1","NJ","1",1
"2118",3,8.9,58.8,142.7,38.3,"0","1","NJ","1",1
"2130",4,11.4,42,125.2,25,"0","1","NJ","0",0
"2134",1,7.9,18.9,7.8,10.8,"0","1","NJ","0",1
"2135",1,12.3,46.9,153.9,41.4,"0","1","NJ","0",1
"2148",3,11.7,30.6,111.2,56.4,"1","1","NJ","0",1
"2157",2,9.7,81.3,66.3,21.4,"0","1","NJ","1",1
"2161",4,10.6,3.5,32.8,24.1,"1","1","NJ","0",1
"2168",3,6.5,55.6,79.1,26.7,"1","1","NJ","1",0
"2171",1,3.4,20.9,45.4,33.6,"0","1","NJ","1",1
"2175",10,11.5,46.5,109.7,12.6,"0","1","NJ","0",1
"2180",2,12.3,24.7,50.7,14.7,"0","1","NJ","1",0
"2182",3,9.8,32.6,75.1,72.2,"0","1","NJ","1",0
"2184",4,7.5,22.4,122.4,10.8,"0","1","NJ","1",1
"2191",2,3.4,15.9,65.5,20.9,"0","1","NJ","0",0
"2196",5,8.9,21.4,54.9,21.7,"0","1","NJ","1",1
"2201",7,8.7,14,101.4,29.9,"1","1","NJ","1",1
"2202",1,11.3,14.8,18.4,35.3,"0","1","NJ","1",1
"2204",2,9.4,14.8,168.8,17.1,"0","1","NJ","1",1
"2207",1,10.1,8.5,65.1,25.4,"1","1","NJ","0",1
"2213",1,7.6,1.1,77.4,28.3,"0","1","NJ","0",1
"2214",5,10.9,8.6,76.3,19,"0","1","NJ","0",1
"2226",5,9.1,2.1,53.6,32.8,"0","1","NJ","0",1
"2233",5,10,31.5,128.7,1.6,"0","1","NJ","0",1
"2243",4,10.7,23.9,78.2,61.8,"0","1","NJ","1",1
"2249",6,9.7,85.2,59.6,8.2,"0","1","NJ","1",1
"2253",3,12.5,31.2,19.7,49,"0","1","NJ","1",1
"2257",3,8.9,29,112.8,61.8,"1","1","NJ","1",1
"2259",5,9.8,34.7,30.4,34.6,"0","1","NJ","1",1
"2260",8,2.3,43.6,97.5,18,"0","1","NJ","1",1
"2261",9,12.7,10.6,43.3,16.3,"0","1","NJ","1",1
"2264",4,11.3,18,82.8,59.9,"0","1","NJ","0",1
"2265",6,12.4,24.8,142.4,27.8,"0","1","NJ","0",0
"2271",3,11.2,16.6,33.7,76.1,"0","1","NJ","0",1
"2274",5,2.8,86.8,118.6,16.5,"0","1","NJ","1",1
"2279",4,10.3,0.3,16.4,23.7,"0","1","NJ","0",1
"2288",3,7.5,36.2,44.7,69.6,"0","1","NJ","1",1
"2309",1,12,23.1,79.8,75.1,"0","1","NJ","1",0
"2323",4,11,8.7,75.9,23.7,"0","1","NJ","0",1
"2329",2,10.1,1.6,42.9,14.6,"0","1","NJ","1",1
"2331",3,10.4,39.4,40,17.9,"0","1","NJ","0",1
"2337",2,8,12.6,33.3,28.7,"0","1","NJ","0",0
"2340",2,8.6,1.9,21.1,19.3,"0","1","NJ","0",0
"2343",2,2.8,60.7,52.4,24.6,"1","1","NJ","1",1
"2355",4,11.2,5.8,152.3,24.2,"0","1","NJ","0",0
"2356",2,8.9,16.7,33,40.1,"0","1","NJ","1",1
"2357",7,10.9,84.5,69,26,"0","1","NJ","1",1
"2358",2,8.5,24.8,28,72.8,"0","1","NJ","1",0
"2359",4,9.6,3.7,172.7,13.8,"0","1","NJ","1",1
"2367",3,11.9,4.5,73.2,72,"0","1","NJ","1",0
"2372",8,11.8,17.1,3.9,45.4,"1","1","NJ","0",1
"2382",1,9.7,26.6,88.4,71.8,"1","1","NJ","1",1
"2384",3,10.8,9.6,15.2,1.2,"0","1","NJ","1",1
"2387",2,11.8,38.2,61.3,17.8,"0","1","NJ","1",0
"2388",2,12.8,28.7,95.3,11.2,"0","1","NJ","1",1
"2394",6,13.2,25,86.2,42.3,"0","1","NJ","1",0
"2396",1,11.4,62.9,90.9,40.6,"0","1","NJ","0",1
"2398",3,8.9,3.1,31.5,13.4,"0","1","NJ","1",1
"2408",6,10.3,8,69,57.1,"0","1","NJ","0",0
"2410",4,11.3,21,36,30.2,"0","1","NJ","1",0
"2414",1,11.8,27.4,12.7,21.5,"1","1","NJ","1",1
"2416",1,11,76.1,12.1,16.1,"0","1","NJ","0",1
"2421",2,9.9,8.2,81,53.2,"0","1","NJ","1",1
"2423",5,11.3,48.9,67.2,46.8,"1","1","NJ","1",1
"2426",7,8.6,2,70.4,22.6,"0","1","NJ","0",0
"2427",2,2.7,52.7,61.4,4.9,"1","1","NJ","1",1
"2432",2,10.6,37.4,124.7,21.9,"1","1","NJ","0",1
"2438",4,1.8,34.9,135,18.4,"0","1","NJ","1",1
"2439",5,9.2,80,62.2,32.9,"0","1","NJ","0",1
"2441",2,11.2,30.9,89.6,20.5,"1","1","NJ","0",1
"2443",4,9.2,6.2,130.4,23.7,"1","1","NJ","0",0
"2448",3,6.7,16.6,10.7,48.9,"0","1","NJ","0",1
"2450",3,8.4,15.5,54.8,18.5,"0","1","NJ","0",1
"2456",3,11.3,20.7,3.2,11,"0","1","NJ","1",1
"2458",7,7.9,25.6,62.3,36.7,"0","1","NJ","0",1
"2462",1,8.6,15.7,169.9,8.6,"0","1","NJ","0",1
"2466",4,12.8,23.6,61.4,30.5,"0","1","NJ","1",1
"2472",5,8.5,33.5,110.9,35.3,"0","1","NJ","1",1
"2478",2,11.8,27.1,19,51.2,"0","1","NJ","0",1
"2482",3,1.6,33.1,30.3,26.6,"0","1","NJ","1",0
"2483",3,11.6,36.5,89.2,25.3,"0","1","NJ","1",1
"2484",6,9.6,48.7,11,13.6,"0","1","NJ","0",0
"2496",5,10.6,34.6,112.1,52.1,"0","1","NJ","0",1
"2497",3,12.2,11.5,144,49,"1","1","NJ","1",1
"2500",5,7.8,34,8.4,27.4,"1","1","NJ","1",1
"2506",4,12.2,29.4,56.1,2.7,"0","1","NJ","0",1
"2521",4,4.8,48.1,98.9,65.4,"0","1","NJ","0",1
"2524",1,8.4,48.7,112.6,71.5,"0","1","NJ","1",1
"2529",2,4,83,21.6,17.8,"0","1","NJ","0",0
"2534",2,9.8,81.4,13.4,69.4,"1","1","NJ","0",1
"2537",3,11.3,17.8,62.2,27.6,"0","1","NJ","0",1
"2541",1,8.6,76.4,86.8,40.1,"0","1","NJ","1",0
"2545",6,7.3,30.1,78.4,16.8,"0","1","NJ","1",1
"2548",3,9.9,17.2,164.7,29.2,"0","1","NJ","0",0
"2558",4,10.8,18.5,108.5,22.7,"0","1","NJ","1",1
"2569",1,11.2,28.6,58.4,29.7,"0","1","NJ","1",0
"2574",4,11,33,147.4,5.2,"0","1","NJ","0",1
"2576",6,6.1,87.4,112.6,56.3,"1","1","NJ","1",1
"2585",5,7.6,9.9,20.3,5.7,"0","1","NJ","0",1
"2586",2,2.3,28,117.6,73.7,"0","1","NJ","0",0
"2600",2,10,44.2,84.1,13.4,"0","1","NJ","0",1
"2604",5,11.6,37.3,40,0.7,"0","1","NJ","0",0
"2616",2,10.8,65.7,114,44.5,"0","1","NJ","1",1
"2621",5,10.6,17.3,74.8,19.9,"0","1","NJ","1",1
"2628",1,11.4,26.5,163,11.1,"0","1","NJ","1",1
"2629",3,7.6,23,140.7,37.7,"1","1","NJ","1",0
"2635",3,9.6,85.1,51.4,26.8,"0","1","NJ","1",1
"2640",2,10.6,57,107.2,55.2,"0","1","NJ","1",1
"2641",1,11.8,52.3,124.7,43.9,"0","1","NJ","1",1
"2649",1,10.2,31.2,161,3.5,"0","1","NJ","0",1
"2652",5,8.8,10.7,104.7,33.7,"0","1","NJ","1",1
"2657",2,9.3,2.6,89.5,6.6,"0","1","NJ","0",1
"2658",10,9.4,89.1,67.6,6.7,"0","1","NJ","1",0
"2663",1,10.1,26.2,41.1,70.1,"0","1","NJ","0",1
"2666",4,9.2,63.7,51.3,67.9,"0","1","NJ","0",1
"2667",5,7.4,7.3,96.9,28.8,"0","1","NJ","0",1
"2669",6,12.8,26.6,152.5,26.6,"0","1","NJ","1",1
"2670",4,10.4,87.3,146.5,29.9,"0","1","NJ","1",1
"2671",2,9.5,88.3,115.3,73.4,"0","1","NJ","0",1
"2672",7,9.3,7.4,19.5,8.3,"0","1","NJ","0",0
"2674",1,1.3,46.4,87,22.5,"0","1","NJ","1",1
"2679",3,8.5,11.4,117.5,24.2,"0","1","NJ","0",1
"2681",7,8.7,20.5,27.6,22,"0","1","NJ","0",0
"2688",9,8.9,4.1,143,44.1,"0","1","NJ","0",1
"2689",6,12.7,33.6,100,17.9,"0","1","NJ","1",1
"2691",7,8.6,10.5,6.9,17.4,"0","1","NJ","1",1
"2693",5,8.3,59.5,92.3,25.5,"1","1","NJ","1",1
"2711",3,10.9,14.7,113.1,1.1,"0","1","NJ","0",0
"2712",4,10.7,25.3,63.8,10.3,"0","1","NJ","1",1
"2714",4,7,50.7,33,17.6,"1","1","NJ","0",1
"2715",3,6.7,42.7,114.4,71,"0","1","NJ","0",0
"2735",7,11.6,42.4,40.1,10.1,"0","1","NJ","0",1
"2741",4,12.4,9.3,109.2,44.3,"0","1","NJ","0",0
"2742",4,10,21.9,35.9,35.3,"1","1","NJ","1",1
"2743",3,9.9,11.9,44.7,25.2,"1","1","NJ","0",0
"2763",4,8,27.2,96.5,18.6,"1","1","NJ","1",0
"2766",3,9.6,44.9,112.2,6.1,"0","1","NJ","1",1
"2772",7,3.9,6.1,71.1,20.5,"0","1","NJ","1",1
"2775",1,8.6,29.3,65.1,49.2,"1","1","NJ","0",1
"2778",1,12.7,17,165,33.2,"0","1","NJ","1",0
"2780",7,7.7,50,78.4,47.9,"0","1","NJ","1",1
"2787",2,9.9,28.7,24.2,36.4,"1","1","NJ","1",1
"2789",1,8.6,18.5,153.2,8,"0","1","NJ","0",0
"2791",4,11,86.4,50.8,5.3,"1","1","NJ","1",0
"2798",4,10.8,33.4,152.1,2.6,"0","1","NJ","1",0
"2814",3,10.9,9.3,159.1,59.8,"0","1","NJ","0",1
"2820",5,11.5,25.3,55.1,16,"0","1","NJ","1",1
"2823",4,1.3,25,129.5,10.4,"0","1","NJ","0",1
"2824",5,12.9,3.5,24.2,22,"0","1","NJ","1",1
"2826",7,12.6,10.5,9.4,33.8,"0","1","NJ","1",0
"2827",2,10.9,65.2,80.3,44.2,"0","1","NJ","1",1
"2834",5,11.5,54.3,71.6,20.5,"0","1","NJ","0",0
"2842",3,9.2,36.5,51.4,22.3,"0","1","NJ","0",1
"2847",5,1.5,17.9,109,7.1,"1","1","NJ","0",1
"2848",1,10.2,33.2,93.9,23.1,"0","1","NJ","0",1
"2855",4,12.1,18.1,145.3,26.7,"0","1","NJ","0",1
"2866",5,7.5,80.9,29.6,27.2,"1","1","NJ","0",1
"2874",6,11.4,45.8,73.5,15.3,"0","1","NJ","0",1
"2877",5,9.6,38.2,169.5,75.4,"0","1","NJ","1",1
"2880",1,7.9,4.8,11.7,15.1,"0","1","NJ","0",0
"2883",3,8.1,18.7,28.7,65.4,"0","1","NJ","0",1
"2884",5,8.2,15.4,169.7,42.5,"0","1","NJ","0",0
"2890",3,11.7,23.7,107.3,24.5,"0","1","NJ","1",1
"2891",5,7.8,87.5,126,51.6,"0","1","NJ","1",1
"2896",5,11,86.2,42.7,4.3,"0","1","NJ","1",1
"2897",7,9.9,1.8,106.6,50.2,"0","1","NJ","0",1
"2903",4,9.7,44.7,59.3,74.3,"0","1","NJ","0",1
"2912",1,10.8,62.3,5.6,29.1,"0","1","NJ","0",1
"2920",6,8.3,25,58.7,47.9,"1","1","NJ","0",1
"2928",5,12.7,28.4,71.5,66.7,"0","1","NJ","0",1
"2929",2,9.8,44.1,34.4,23.2,"0","1","NJ","1",1
"2931",4,10.6,86.8,71.7,25.2,"0","1","NJ","0",1
"2932",3,9.1,28,46.8,2.4,"1","1","NJ","0",1
"2934",4,10.9,20.2,76,5.3,"0","1","NJ","0",1
"2937",2,10.8,41.9,7.7,31.8,"0","1","NJ","0",1
"2939",6,13.1,8.4,55.9,17,"0","1","NJ","0",1
"2940",6,8.1,7.4,77.8,22,"1","1","NJ","0",1
"2944",4,9.4,54.1,154.3,46.1,"1","1","NJ","0",1
"2946",3,8.1,16.8,155.2,32.6,"0","1","NJ","1",1
"2952",9,9.9,81.4,37.7,48.4,"1","1","NJ","0",0
"2967",1,10.6,12.8,132.1,72.9,"0","1","NJ","0",1
"2969",4,12,20.7,62.9,73.9,"0","1","NJ","0",0
"2972",2,10.1,39.7,10,28,"0","1","NJ","0",1
"2986",7,9.6,41.9,70.8,33,"1","1","NJ","1",1
"2988",3,11.4,34.2,79.3,63.4,"0","1","NJ","0",0
"2990",2,13.3,75.8,102.3,22.3,"0","1","NJ","0",1
"2993",4,11.6,27.9,163.9,30.8,"1","1","NJ","0",1
"3004",4,11.1,0.2,6.7,0.7,"0","1","NJ","0",0
"3009",5,10.6,33.2,11.4,33.4,"0","1","NJ","1",0
"3015",7,11.7,88.6,137.4,34.7,"0","1","NJ","0",1
"3017",4,7.9,9.1,92.9,68.9,"0","1","NJ","1",1
"3026",3,12.7,22.6,172.6,11.1,"1","1","NJ","0",1
"3036",5,11.2,35.9,47,28.4,"0","1","NJ","1",1
"3045",4,9.8,12.2,58.3,72.5,"1","1","NJ","1",1
"3050",6,2.3,14.5,14.3,58.8,"0","1","NJ","1",1
"3055",8,3.4,73.7,9.1,10.5,"0","1","NJ","0",1
"3079",6,9.5,84.9,23.4,8.5,"0","1","NJ","0",1
"3081",5,7.6,25,20.1,33.5,"0","1","NJ","1",1
"3082",2,11,2.8,165.4,24.6,"1","1","NJ","0",1
"3083",2,12.8,35.9,25.5,10.8,"0","1","NJ","0",1
"3084",5,13,10.4,84.7,44.6,"1","1","NJ","0",1
"3090",3,2.4,10.9,17.9,33.9,"1","1","NJ","1",1
"3094",5,6.7,7.3,106,69.6,"0","1","NJ","0",0
"3095",5,12.8,21.5,80.9,23.6,"0","1","NJ","0",0
"3099",1,11.4,18.5,109.6,41.6,"0","1","NJ","1",0
"3103",4,2.2,35.8,40.6,39.6,"0","1","NJ","1",1
"3104",2,9.9,24.8,54.3,12.1,"1","1","NJ","0",0
"3106",2,3.5,86.2,93.9,18.4,"1","1","NJ","1",1
"3130",4,2.4,0.3,77.2,13.7,"0","1","NJ","0",1
"3131",4,8.3,14.8,65.8,19.6,"0","1","NJ","1",1
"3134",2,9.6,16.7,15.6,26.1,"0","1","NJ","1",0
"3141",1,8.6,81.7,84.4,58.7,"0","1","NJ","0",0
"3143",2,10.3,21.9,136.7,7.4,"0","1","NJ","0",0
"3144",2,10.8,29.8,116.7,39.5,"0","1","NJ","1",1
"3160",6,13.2,87.4,31.9,24.7,"0","1","NJ","1",0
"3163",4,10.2,31.4,78.2,71.7,"0","1","NJ","1",1
"3164",5,11.9,29.8,112.9,21.4,"0","1","NJ","1",1
"3171",1,10.4,10.1,109,46.5,"0","1","NJ","0",0
"3172",4,12.4,88,66.3,73.6,"0","1","NJ","0",0
"3177",3,11.6,34,51.6,72.6,"0","1","NJ","1",1
"3183",2,11.8,8.8,102.3,58.4,"0","1","NJ","1",0
"3186",9,6.3,42.2,84.5,14.3,"0","1","NJ","1",1
"3197",1,8.6,46,112.2,2.7,"0","1","NJ","0",0
"12",2,2.1,29.2,150.5,39.6,"0","0","NJ","0",0
"13",1,11.9,12.3,125.3,13.9,"1","0","NJ","1",0
"20",4,11.5,82.4,74.5,13.2,"0","0","NJ","0",0
"29",4,8.9,18.6,114.1,23.8,"1","0","NJ","0",0
"59",2,8.5,4.7,19.2,20.6,"0","0","NJ","1",0
"79",4,11.8,31.2,87.7,18,"1","0","NJ","1",0
"86",6,11.4,7.3,17.4,4.5,"0","0","NJ","0",0
"101",5,12.1,20.5,56.2,8.4,"0","0","NJ","0",0
"106",2,13.4,1.9,47.8,11.9,"1","0","NJ","0",0
"125",10,2.1,49.9,67.1,7.5,"0","0","NJ","1",0
"128",3,11.4,19.2,127.6,48.1,"0","0","NJ","1",0
"133",5,13.2,12.3,3.5,6,"1","0","NJ","1",0
"161",2,12.1,19.5,66.8,44.4,"0","0","NJ","1",0
"166",2,12.7,12.4,152.2,24.1,"0","0","NJ","1",0
"167",1,9.4,30.1,144.5,31.6,"0","0","NJ","1",0
"221",4,9.3,27.3,140.7,37.1,"0","0","NJ","1",0
"232",4,10.6,20.3,9,1.7,"0","0","NJ","1",0
"242",5,8.9,33.9,121.8,2.6,"0","0","NJ","0",0
"252",1,10,42.9,30,17,"0","0","NJ","1",0
"257",5,10.4,70,74.9,35,"0","0","NJ","0",0
"261",3,10,19.8,50.6,69,"0","0","NJ","1",0
"268",1,12.9,31.8,24.2,8.8,"0","0","NJ","1",0
"270",4,7.6,28.5,35.7,29.7,"0","0","NJ","0",0
"294",7,10,54.9,14.8,32,"0","0","NJ","0",0
"303",1,13.3,18.1,45.5,52,"0","0","NJ","1",0
"311",7,7.4,21.1,116.6,14,"0","0","NJ","1",0
"325",2,9.8,22.3,164.1,1.1,"0","0","NJ","1",0
"329",2,11.3,50.5,88.3,29.9,"1","0","NJ","1",0
"341",3,8.3,10.2,153.7,18.4,"1","0","NJ","0",0
"344",1,3.1,61.9,101.6,17.9,"0","0","NJ","0",0
"385",7,12.5,86.1,44,5.1,"0","0","NJ","0",0
"390",5,8,31.2,54.2,11.1,"0","0","NJ","0",0
"391",1,7.2,5.6,43.7,22.7,"0","0","NJ","0",0
"412",5,12,46.3,25,17.8,"0","0","NJ","1",0
"430",1,9.1,37,122.9,13.1,"1","0","NJ","0",0
"465",7,10.4,73.7,33.4,39.9,"0","0","NJ","0",0
"466",2,12.9,29.8,69.4,26.3,"1","0","NJ","1",0
"476",7,2,30.8,169.7,30,"0","0","NJ","1",0
"498",2,12,39.6,67.3,16.8,"0","0","NJ","0",0
"521",4,10.8,20.1,47.1,17.9,"0","0","NJ","0",0
"580",3,13.2,8.1,59,13.3,"0","0","NJ","1",1
"586",1,9.7,52.8,26.7,39.3,"0","0","NJ","0",0
"591",4,10.4,40,100.6,4.8,"1","0","NJ","0",0
"592",4,12,33.5,9.2,33.4,"0","0","NJ","0",0
"605",2,7.8,6.6,153.1,58.9,"1","0","NJ","1",0
"636",7,10,16.5,24.5,8.1,"0","0","NJ","0",1
"639",1,1.9,9.9,62.5,58.2,"0","0","NJ","0",0
"652",2,9.5,17.3,12.1,38.1,"1","0","NJ","0",1
"669",3,2.1,15,52.3,16.4,"0","0","NJ","0",0
"676",9,7.7,16.9,167.2,14.2,"0","0","NJ","0",0
"703",5,8.9,10.4,6.8,40.1,"0","0","NJ","1",0
"709",6,11.2,32.1,33,33.3,"0","0","NJ","0",0
"721",3,10,8.3,21.6,19.8,"0","0","NJ","0",0
"739",6,11.2,10.9,62,36.4,"0","0","NJ","1",1
"753",3,10.5,55.5,76.4,49.9,"0","0","NJ","0",0
"756",4,9.6,76.2,58.9,29.7,"1","0","NJ","1",0
"769",4,11.6,51,48.9,46.2,"1","0","NJ","0",1
"791",7,1.9,36.2,36.7,30.3,"0","0","NJ","0",0
"802",2,6.8,80.3,164.7,18.3,"0","0","NJ","1",0
"851",4,10.3,4.5,103.3,61.4,"0","0","NJ","0",0
"858",8,11,45.9,77.6,15.7,"0","0","NJ","1",0
"866",1,1.9,11.3,101.5,38.6,"0","0","NJ","0",0
"867",9,10.6,19.1,93.3,19,"0","0","NJ","1",0
"871",4,12.8,38.6,129.8,11.9,"0","0","NJ","1",0
"876",1,9.8,29.3,64.9,74.5,"0","0","NJ","0",0
"887",3,9.2,6.2,70.4,60.3,"1","0","NJ","0",1
"893",3,9.7,82.8,131.7,20.3,"0","0","NJ","1",1
"916",6,8.1,88.7,26.9,8.7,"0","0","NJ","0",0
"934",6,8.9,44.1,18.7,46.7,"0","0","NJ","1",0
"945",2,9.7,58.1,152.3,25.4,"0","0","NJ","1",0
"948",2,3.3,14.4,47.4,1.2,"0","0","NJ","1",0
"957",3,13.2,30.6,52.1,42.8,"0","0","NJ","0",0
"963",6,10.8,86.5,44.8,9,"1","0","NJ","0",0
"995",2,11.3,2,25,22.3,"0","0","NJ","0",0
"1022",5,7,24.9,64.8,19.4,"1","0","NJ","1",0
"1029",2,8.9,2.8,62.5,43.6,"0","0","NJ","1",0
"1036",2,11.3,35.6,51.2,25.6,"0","0","NJ","0",0
"1044",1,7.5,35.5,9.4,3.4,"0","0","NJ","1",1
"1054",1,10.4,1.9,77.3,20.9,"0","0","NJ","0",0
"1058",5,11.9,86.8,91.7,13.7,"0","0","NJ","0",0
"1098",4,9,10.7,87.5,57.3,"0","0","NJ","1",0
"1146",2,10.1,26.2,34.7,8.3,"0","0","NJ","1",0
"1166",4,7.7,50.9,34.1,25.4,"0","0","NJ","1",0
"1172",3,11.5,19.6,17.5,39.1,"0","0","NJ","0",0
"1175",7,12.3,1.9,48.4,32.1,"0","0","NJ","0",0
"1200",5,8.4,75.5,63.9,26,"0","0","NJ","1",0
"1205",4,10.3,21.9,83.3,5.6,"0","0","NJ","1",1
"1214",1,11.9,23.1,151.9,17.7,"0","0","NJ","1",0
"1219",2,10.2,18.4,44.2,7.5,"0","0","NJ","0",1
"1228",1,8.8,29.3,63.5,4,"0","0","NJ","0",0
"1236",6,12,70.2,84,36.5,"0","0","NJ","1",0
"1247",5,7.7,5,155.1,50.3,"1","0","NJ","0",0
"1252",3,9.2,13.6,26.6,24.7,"0","0","NJ","1",0
"1259",3,9.4,64.3,7.5,19.1,"1","0","NJ","1",0
"1274",6,12,24,146.8,47,"0","0","NJ","0",0
"1280",5,8.5,31,54,14.3,"1","0","NJ","1",0
"1286",1,13.3,17.7,159.8,28.6,"0","0","NJ","0",0
"1299",6,12.8,21.2,25.5,18.9,"1","0","NJ","0",0
"1304",3,11.6,10.6,79.1,23.4,"0","0","NJ","0",0
"1316",6,12.1,24.9,29.1,25.6,"0","0","NJ","0",0
"1335",3,9.7,62.7,83.1,73.5,"0","0","NJ","0",0
"1339",9,10,2.5,132.7,30.9,"0","0","NJ","0",0
"1348",3,11.8,65.9,99.6,59.2,"0","0","NJ","0",0
"1368",2,1.8,82.5,65,27.1,"1","0","NJ","0",1
"1434",3,12.7,10.7,77.7,49.2,"0","0","NJ","1",0
"1450",3,9.7,16.2,150.7,32.1,"0","0","NJ","0",1
"1465",5,11.6,69.6,68.5,12.3,"1","0","NJ","0",1
"1475",4,10.5,69.6,113.9,76,"0","0","NJ","0",0
"1484",4,7.8,82.6,3,7,"1","0","NJ","1",0
"1489",4,6.1,46.9,63.4,23.5,"1","0","NJ","0",0
"1526",3,6.3,78.3,168.7,25.4,"0","0","NJ","0",0
"1534",4,12.3,13.8,127.4,35.3,"0","0","NJ","0",1
"1571",2,10.3,86.4,168.4,14.3,"0","0","NJ","0",1
"1593",4,13.1,16.9,106.8,4.2,"0","0","NJ","1",0
"1594",3,9.1,81,27.4,8.8,"0","0","NJ","1",0
"1605",9,11.8,16.4,122,0.3,"1","0","NJ","0",0
"1633",6,11.3,23.8,67.5,17.1,"0","0","NJ","0",0
"1642",3,7.9,21.1,164.4,27.9,"0","0","NJ","0",1
"1645",1,10.4,14.6,146,64,"0","0","NJ","1",0
"1678",2,7.9,58.7,30.4,5.4,"1","0","NJ","0",0
"1686",1,7,33.3,17.7,36.7,"0","0","NJ","1",0
"1687",9,1.8,85.2,140.6,74.2,"0","0","NJ","1",0
"1708",5,10.3,54.4,151,40.6,"0","0","NJ","1",0
"1709",5,9.8,4.6,171.2,28,"0","0","NJ","0",0
"1722",4,10.5,28.3,17.2,74.9,"0","0","NJ","1",0
"1729",12,13.4,44.9,66.4,24.4,"0","0","NJ","1",1
"1736",1,8.2,36.1,135.5,61.5,"1","0","NJ","1",0
"1741",6,2.1,85.1,67.8,5.5,"0","0","NJ","0",0
"1763",1,9.3,34.1,26.7,13.8,"0","0","NJ","1",1
"1771",3,10.9,2.7,38,9.7,"0","0","NJ","1",0
"1779",3,3.3,21.9,65.6,36.3,"0","0","NJ","0",0
"1786",9,7.9,62,114.4,34.5,"0","0","NJ","0",0
"1787",2,8.1,81.1,54.9,36.9,"0","0","NJ","0",1
"1804",1,11.8,13.6,59.8,34.6,"0","0","NJ","0",0
"1827",3,8.8,38.5,108.7,14.9,"0","0","NJ","0",0
"1839",4,2.9,22.5,128.6,9.4,"1","0","NJ","1",0
"1876",6,8.6,77.2,59.2,56.9,"0","0","NJ","0",0
"1906",9,8.6,58.2,135.6,33.9,"0","0","NJ","1",0
"1910",3,10.2,23.5,59.8,31.9,"0","0","NJ","0",0
"1912",3,10.2,27.6,27.5,38.2,"0","0","NJ","1",1
"1918",2,8.7,24.9,14.6,15.8,"0","0","NJ","0",0
"1922",3,9.8,5.4,60.8,58.3,"0","0","NJ","1",0
"1960",5,11.9,7.3,32.3,30.2,"1","0","NJ","0",0
"1962",3,9.5,62.6,68.3,42.2,"0","0","NJ","0",0
"1964",3,3.7,40.5,89.5,21.4,"1","0","NJ","0",0
"1970",3,10.6,81.1,158.4,35.4,"0","0","NJ","0",0
"1971",1,7.8,8.7,39,11.2,"0","0","NJ","1",0
"1994",1,12.9,16.4,78.1,65.2,"1","0","NJ","0",0
"1996",4,10.6,77.1,44,18.5,"1","0","NJ","1",0
"2015",4,9.1,12.9,45.3,26,"0","0","NJ","0",0
"2022",5,9.5,41.5,172.5,72.1,"0","0","NJ","0",0
"2044",8,12.2,14.1,27,34.1,"0","0","NJ","1",0
"2045",2,8.4,9.1,101.7,26.7,"1","0","NJ","0",0
"2046",4,9.5,29.4,53.3,57.9,"1","0","NJ","1",0
"2087",1,2,24.4,73.1,18.6,"0","0","NJ","1",0
"2102",2,9.6,36.7,8.7,25.1,"0","0","NJ","0",0
"2109",1,12.7,12,110.2,24.3,"0","0","NJ","0",0
"2131",7,9.3,77.8,67.5,36.1,"0","0","NJ","0",0
"2133",8,9,43.3,161.8,1.6,"0","0","NJ","0",0
"2138",6,5.6,8.8,56.6,24.3,"0","0","NJ","0",0
"2144",6,11.3,28.5,10,24.7,"1","0","NJ","0",0
"2165",8,8.4,62.3,95.7,31.8,"0","0","NJ","1",0
"2179",2,12.6,59.4,44.5,67.6,"0","0","NJ","0",0
"2188",3,8,42,156.5,69.6,"0","0","NJ","1",0
"2205",6,8.2,39.6,39.4,0.2,"1","0","NJ","0",0
"2224",9,8.6,23.7,143.6,27.1,"0","0","NJ","0",0
"2229",1,11.5,37.7,108.3,2.7,"0","0","NJ","1",1
"2232",1,2.5,44.6,33.4,9.4,"1","0","NJ","0",0
"2236",4,10.3,87.7,41.8,40.1,"0","0","NJ","1",0
"2247",5,2.5,36.6,31.8,72.4,"1","0","NJ","1",0
"2268",4,11.6,84.9,106.4,41.7,"1","0","NJ","0",1
"2299",2,9.7,72.2,151.7,13.5,"1","0","NJ","1",0
"2311",1,11.7,24.2,31,22.3,"0","0","NJ","0",0
"2339",6,7.7,15.8,168.3,18.3,"1","0","NJ","0",1
"2353",5,9.5,75.6,7.4,18.6,"0","0","NJ","0",0
"2354",8,11.1,16.5,48.5,26.3,"0","0","NJ","1",0
"2373",4,8.3,65.5,162.4,1.1,"0","0","NJ","1",0
"2378",1,9.5,83.1,103.9,72,"0","0","NJ","0",0
